session_id,user_id,session_approved,session_deleted,session_created,session_duration_mins,upload_from_phone,user_status,subscription_start,subscription_end
257,7,1,0,29-Jul-22,60,0,Active,02-Mar-23,02-Mar-24
258,8,1,0,29-Jul-22,60,0,Active,07-Oct-22,07-Apr-23
259,9,1,1,29-Jul-22,60,0,Active,29-Jul-22,29-Apr-23
260,1,1,0,01-Aug-22,43.4917,0,Active,23-Jul-22,23-Apr-23
261,1,1,0,01-Aug-22,51.8698,0,Active,23-Jul-22,23-Apr-23
262,5,1,0,01-Aug-22,56.753,0,Active,07-Aug-22,07-Apr-23
263,5,1,0,01-Aug-22,60.6983,0,Active,07-Aug-22,07-Apr-23
264,1,1,0,02-Aug-22,54.6478,0,Active,23-Jul-22,23-Apr-23
265,1,1,0,02-Aug-22,55.7295,0,Active,23-Jul-22,23-Apr-23
266,1,1,0,02-Aug-22,58.011,0,Active,23-Jul-22,23-Apr-23
267,1,1,0,02-Aug-22,50.9647,0,Active,23-Jul-22,23-Apr-23
268,1,1,0,02-Aug-22,52.172,0,Active,23-Jul-22,23-Apr-23
269,9,1,1,02-Aug-22,50.2867,0,Active,29-Jul-22,29-Apr-23
270,9,1,1,02-Aug-22,60.5918,0,Active,29-Jul-22,29-Apr-23
271,9,1,1,02-Aug-22,53.6545,0,Active,29-Jul-22,29-Apr-23
272,9,1,1,02-Aug-22,54.0585,0,Active,29-Jul-22,29-Apr-23
273,1,1,0,03-Aug-22,55.8355,0,Active,23-Jul-22,23-Apr-23
274,1,1,0,03-Aug-22,54.7518,0,Active,23-Jul-22,23-Apr-23
275,1,1,0,03-Aug-22,51.3753,0,Active,23-Jul-22,23-Apr-23
276,1,1,0,03-Aug-22,53.1573,0,Active,23-Jul-22,23-Apr-23
277,5,1,0,03-Aug-22,58.71,0,Active,07-Aug-22,07-Apr-23
278,5,1,0,03-Aug-22,54.7068,0,Active,07-Aug-22,07-Apr-23
279,7,1,0,03-Aug-22,52.6222,0,Active,02-Mar-23,02-Mar-24
280,8,1,0,03-Aug-22,55.8392,0,Active,07-Oct-22,07-Apr-23
281,1,1,0,04-Aug-22,52.3313,0,Active,23-Jul-22,23-Apr-23
282,1,1,0,04-Aug-22,55.9048,0,Active,23-Jul-22,23-Apr-23
283,1,1,0,04-Aug-22,55.9048,0,Active,23-Jul-22,23-Apr-23
284,1,1,0,04-Aug-22,59.3642,0,Active,23-Jul-22,23-Apr-23
285,1,1,0,04-Aug-22,59.3642,0,Active,23-Jul-22,23-Apr-23
286,1,1,0,04-Aug-22,59.1697,0,Active,23-Jul-22,23-Apr-23
287,1,1,0,04-Aug-22,60.133,0,Active,23-Jul-22,23-Apr-23
288,1,1,0,04-Aug-22,59.406,0,Active,23-Jul-22,23-Apr-23
289,5,0,0,04-Aug-22,0,0,Active,07-Aug-22,07-Apr-23
290,5,1,0,04-Aug-22,57.3057,0,Active,07-Aug-22,07-Apr-23
291,5,1,0,04-Aug-22,55.3207,0,Active,07-Aug-22,07-Apr-23
292,5,1,0,04-Aug-22,54.6825,0,Active,07-Aug-22,07-Apr-23
293,7,1,0,04-Aug-22,56.7033,0,Active,02-Mar-23,02-Mar-24
294,8,0,0,04-Aug-22,60,0,Active,07-Oct-22,07-Apr-23
295,8,0,0,04-Aug-22,60,0,Active,07-Oct-22,07-Apr-23
296,8,1,0,04-Aug-22,60.0762,0,Active,07-Oct-22,07-Apr-23
297,8,0,0,04-Aug-22,48.234,0,Active,07-Oct-22,07-Apr-23
298,9,1,1,04-Aug-22,49.9907,0,Active,29-Jul-22,29-Apr-23
299,1,1,0,05-Aug-22,57.2773,0,Active,23-Jul-22,23-Apr-23
300,1,0,1,05-Aug-22,73.9453,0,Active,23-Jul-22,23-Apr-23
301,1,1,0,05-Aug-22,68.2713,0,Active,23-Jul-22,23-Apr-23
302,1,1,0,05-Aug-22,73.9453,0,Active,23-Jul-22,23-Apr-23
303,1,0,1,05-Aug-22,51.5337,0,Active,23-Jul-22,23-Apr-23
304,1,0,1,05-Aug-22,68.2713,0,Active,23-Jul-22,23-Apr-23
305,5,1,0,05-Aug-22,54.6247,0,Active,07-Aug-22,07-Apr-23
306,5,1,0,05-Aug-22,58.5915,0,Active,07-Aug-22,07-Apr-23
307,8,0,0,05-Aug-22,26.8392,0,Active,07-Oct-22,07-Apr-23
308,9,1,1,05-Aug-22,60.401,0,Active,29-Jul-22,29-Apr-23
309,9,1,1,05-Aug-22,60.401,0,Active,29-Jul-22,29-Apr-23
310,9,1,1,05-Aug-22,60.401,0,Active,29-Jul-22,29-Apr-23
311,9,1,1,05-Aug-22,60.401,0,Active,29-Jul-22,29-Apr-23
312,9,1,1,06-Aug-22,47.1083,0,Active,29-Jul-22,29-Apr-23
313,9,1,1,06-Aug-22,56.6845,0,Active,29-Jul-22,29-Apr-23
314,1,0,1,08-Aug-22,64.9525,0,Active,23-Jul-22,23-Apr-23
315,1,0,1,08-Aug-22,58.4358,0,Active,23-Jul-22,23-Apr-23
316,1,0,1,08-Aug-22,46.7092,0,Active,23-Jul-22,23-Apr-23
317,1,0,1,08-Aug-22,53.5772,0,Active,23-Jul-22,23-Apr-23
318,1,0,1,08-Aug-22,53.9353,0,Active,23-Jul-22,23-Apr-23
319,5,1,0,08-Aug-22,61.223,0,Active,07-Aug-22,07-Apr-23
320,5,1,0,08-Aug-22,60.4553,0,Active,07-Aug-22,07-Apr-23
321,5,1,0,08-Aug-22,61.6078,0,Active,07-Aug-22,07-Apr-23
322,1,0,1,09-Aug-22,59.953,0,Active,23-Jul-22,23-Apr-23
323,1,0,1,09-Aug-22,52.6053,0,Active,23-Jul-22,23-Apr-23
324,1,0,1,09-Aug-22,51.2385,0,Active,23-Jul-22,23-Apr-23
325,5,1,0,09-Aug-22,58.1595,0,Active,07-Aug-22,07-Apr-23
326,9,1,1,09-Aug-22,40.861,0,Active,29-Jul-22,29-Apr-23
327,9,1,1,09-Aug-22,30.212,0,Active,29-Jul-22,29-Apr-23
328,1,0,1,10-Aug-22,62.711,0,Active,23-Jul-22,23-Apr-23
329,1,0,1,10-Aug-22,46.7953,0,Active,23-Jul-22,23-Apr-23
330,1,0,1,10-Aug-22,48.7962,0,Active,23-Jul-22,23-Apr-23
331,3,0,0,10-Aug-22,60,0,Churned,11-Aug-22,11-Mar-23
332,5,1,0,10-Aug-22,55.1963,0,Active,07-Aug-22,07-Apr-23
333,5,1,0,10-Aug-22,33.982,0,Active,07-Aug-22,07-Apr-23
334,3,0,0,11-Aug-22,10.172,0,Churned,11-Aug-22,11-Mar-23
335,5,1,0,11-Aug-22,54.3228,0,Active,07-Aug-22,07-Apr-23
336,5,0,0,11-Aug-22,0,0,Active,07-Aug-22,07-Apr-23
337,7,1,0,11-Aug-22,48.8573,0,Active,02-Mar-23,02-Mar-24
338,9,1,1,11-Aug-22,57.0073,0,Active,29-Jul-22,29-Apr-23
339,5,1,0,12-Aug-22,57.5903,0,Active,07-Aug-22,07-Apr-23
340,9,1,1,12-Aug-22,50.7488,0,Active,29-Jul-22,29-Apr-23
341,9,1,1,15-Aug-22,59.444,0,Active,29-Jul-22,29-Apr-23
342,9,1,1,15-Aug-22,47.0532,0,Active,29-Jul-22,29-Apr-23
343,9,1,1,15-Aug-22,53.321,0,Active,29-Jul-22,29-Apr-23
344,9,1,1,16-Aug-22,56.4447,0,Active,29-Jul-22,29-Apr-23
345,9,1,1,16-Aug-22,55.0302,0,Active,29-Jul-22,29-Apr-23
346,9,1,1,16-Aug-22,48.9182,0,Active,29-Jul-22,29-Apr-23
347,5,1,0,17-Aug-22,56.0497,0,Active,07-Aug-22,07-Apr-23
348,5,1,0,17-Aug-22,38.8008,0,Active,07-Aug-22,07-Apr-23
349,5,1,0,17-Aug-22,64.1053,0,Active,07-Aug-22,07-Apr-23
